,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
4247,4247,4260,DB07118,Hymecromone,CC1=CC(=O)OC2=C1C=CC(O)=C2,[C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],2.19,1.78,1.99e+00 g/l,7.8,-7.0
4248,4248,4261,DB07119,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,OC1=CC=C(C=C1)C1=CC=C2C(C=CC(O)=C2Cl)=C1,[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][O][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][Cl][=C][Ring1][N],4.35,4.61,6.30e-03 g/l,7.78,-5.5
4249,4249,4262,DB07120,"3-Carbamimidamido-1,1-diphenylurea",NC(N)=NNC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,[N][C][Branch1][C][N][=N][N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.67,1.6,3.40e-01 g/l,9.27,5.68
4250,4250,4263,DB07121,"4-({4-[(4-AMINOBUT-2-YNYL)OXY]PHENYL}SULFONYL)-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO,[H][C@][Branch2][Ring2][Branch1][N][Branch1][O][C][C][S][C][Ring1][=Branch1][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][O][C][C][#C][C][N][C][=C][Ring1][N][C][=Branch1][C][=O][N][O],1.03,-0.21,3.50e-02 g/l,8.45,9.06
4251,4251,4264,DB07122,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,NC(N)=NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1,[N][C][Branch1][C][N][=N][C][=C][C][=C][Branch1][=C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C],1.58,1.97,3.46e-02 g/l,14.54,10.89
4252,4252,4265,DB07124,"(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE",[H][C@@](N)(COC1=CN=CC(=C1)C1=NCC2=NN=CC2=C1)CC1=C2C=CCC=C2N=C1,[H][C@@][Branch1][C][N][Branch2][Ring1][#Branch2][C][O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][C][=N][N][=C][C][Ring1][Branch1][=C][Ring1][=Branch2][C][C][=C][C][=C][C][C][=C][Ring1][=Branch1][N][=C][Ring1][=Branch2],2.13,-0.0083,3.84e-02 g/l,14.34,9.5
4253,4253,4266,DB07125,"4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid",[H][C@@](CC)(CO)NC1=NN2C(C=C1)=NC=C2C1=CC=C(C=C1)C(O)=O,[H][C@@][Branch1][Ring1][C][C][Branch1][Ring1][C][O][N][C][=N][N][C][Branch1][Branch1][C][=C][Ring1][=Branch1][=N][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],1.99,0.92,7.30e-02 g/l,3.71,4.48
4254,4254,4267,DB07126,O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,NS(=O)(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C3N=CNC3=N2)C=C1,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=C][N][=C][N][C][Ring1][Branch1][=N][Ring1][P][C][=C][Ring2][Ring1][Branch2],3.29,2.98,1.89e-02 g/l,8.94,2.37
4255,4255,4268,DB07127,"{4-[2,2-BIS(5-METHYL-1,2,4-OXADIAZOL-3-YL)-3-PHENYLPROPYL]PHENYL}SULFAMIC ACID",CC1=NC(=NO1)C(CC1=CC=CC=C1)(CC1=CC=C(NS(O)(=O)=O)C=C1)C1=NOC(C)=N1,[C][C][=N][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][N][S][Branch1][C][O][=Branch1][C][=O][=O][C][=C][Ring1][O][C][=N][O][C][Branch1][C][C][=N][Ring1][=Branch1],2.54,2.2,5.37e-02 g/l,-1.6,-1.0
4256,4256,4269,DB07128,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",CCCCNC1=CC(C)=NC2=NC(NC3=CC(Cl)=CC=C3C)=NN12,[C][C][C][C][N][C][=C][C][Branch1][C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=N][N][Ring2][Ring1][Ring1][Ring1][=C],4.45,4.47,6.48e-03 g/l,10.59,0.97
4257,4257,4270,DB07130,4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,OC(=O)COC1=C(SC(=C1Br)C1=CC=CC=C1)C(O)=O,[O][C][=Branch1][C][=O][C][O][C][=C][Branch1][P][S][C][=Branch1][Branch1][=C][Ring1][Branch1][Br][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O],2.71,3.28,6.06e-03 g/l,3.09,-5.0
4258,4258,4271,DB07131,(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide,[H][C@]1(CCCN1C(=O)CCC1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,[H][C@][Branch2][Ring1][Branch1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][N][=N],2.87,2.32,3.10e-02 g/l,15.3,11.48
4259,4259,4272,DB07132,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,[H][C@](C)(C1=CC=CN1)C1=C2C=C(NC(N)=O)C=CC2=NC1=O,[H][C@][Branch1][C][C][Branch1][Branch2][C][=C][C][=C][N][Ring1][Branch1][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][N][=O][C][=C][C][Ring1][#Branch2][=N][C][Ring1][=N][=O],1.25,0.13,9.11e-02 g/l,13.66,0.49
4260,4260,4273,DB07133,D-phenylalanyl-N-(3-methylbenzyl)-L-prolinamide,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(C)=CC=C1,[H][C@@][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][=Branch1][C][=O][N][C][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1],1.69,2.47,1.19e-02 g/l,15.45,7.7
4261,4261,4274,DB07134,"5-(4-CHLORO-5-PHENYL-3-THIENYL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE",ClC1=C(SC=C1N1CC(=O)NS1(=O)=O)C1=CC=CC=C1,[Cl][C][=C][Branch2][Ring1][Ring2][S][C][=C][Ring1][Branch1][N][C][C][=Branch1][C][=O][N][S][Ring1][=Branch1][=Branch1][C][=O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2.8,1.83,3.09e-02 g/l,3.78,-4.6
4262,4262,4275,DB07135,"(2S,3S)-3-AMINO-4-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-5-YLCYCLOHEXYL)BUTANAMIDE",[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C(=O)N(C)C)[C@@]1([H])CC[C@@]([H])(CC1)C1=CC=CC2=NC=NN12,[H][C@@][Branch1][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][C][C@][Branch1][C][H][Branch1][C][F][C][Ring1][#Branch1][C@@][Branch1][C][H][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C@@][Branch1][C][H][C][C][C@@][Branch1][C][H][Branch1][Branch1][C][C][Ring1][Branch2][C][=C][C][=C][C][=N][C][=N][N][Ring1][=Branch2][Ring1][Branch1],1.2,0.81,1.52e-01 g/l,18.94,7.39
4263,4263,4276,DB07136,BX-528,CC(C)[C@H](NS(=O)(=O)CCCC1=CC=CC=C1)P(O)(=O)C[C@H](C(O)=O)C1=CC=CC(CN)=C1,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][P][Branch1][C][O][=Branch1][C][=O][C][C@H1][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][C][=C][C][Branch1][Ring1][C][N][=C][Ring1][Branch2],-0.43,1.2,1.22e-01 g/l,1.52,9.24
4264,4264,4277,DB07137,(2S)-N-[(3E)-5-Cyclopropyl-3H-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,C[C@H](C(=O)\N=C1/C=C(N=N1)C1CC1)C1=CC=C(C=C1)N1CCNC1=O,[C][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][\N][=C][/C][=C][Branch1][Branch1][N][=N][Ring1][Branch1][C][C][C][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][C][Ring1][Branch1][=O],2.24,0.97,1.11e-01 g/l,15.02,-3.2
4265,4265,4278,DB07139,3-[5-(3-nitrophenyl)thiophen-2-yl]propanoic acid,OC(=O)CCC1=CC=C(S1)C1=CC(=CC=C1)[N+]([O-])=O,[O][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],3.67,3.55,4.83e-03 g/l,4.41,-8.3
4266,4266,4279,DB07140,"5-[(3R)-3-(5-methoxybiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=CC=C1,[H][C@][Branch1][C][C][Branch2][Ring1][C][C][#C][C][=C][Branch1][C][C][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][N][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],3.98,4.14,3.85e-03 g/l,17.61,7.29
4267,4267,4280,DB07141,"5-[(3R)-3-(5-methoxy-4'-methylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=C(C)C=C1,[H][C@][Branch1][C][C][Branch2][Ring1][C][C][#C][C][=C][Branch1][C][C][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][N][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],4.22,4.65,2.69e-03 g/l,17.61,7.29
4268,4268,4281,DB07142,"5-[(3R)-3-(5-methoxy-3',5'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC(C)=CC(C)=C1,[H][C@][Branch1][C][C][Branch2][Ring1][C][C][#C][C][=C][Branch1][C][C][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][N][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2],4.61,5.17,2.13e-03 g/l,17.61,7.29
4269,4269,4282,DB07143,D-phenylalanyl-N-benzyl-L-prolinamide,[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC=C1,[H][C@@][Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],1.59,1.95,3.07e-02 g/l,15.39,7.7
4270,4270,4283,DB07144,"5-[(3R)-3-(5-methoxy-2',6'-dimethylbiphenyl-3-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",[H][C@](C)(C#CC1=C(N)N=C(N)N=C1C)C1=CC(OC)=CC(=C1)C1=C(C)C=CC=C1C,[H][C@][Branch1][C][C][Branch2][Ring1][C][C][#C][C][=C][Branch1][C][N][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C],4.58,5.17,2.17e-03 g/l,17.61,7.29
4271,4271,4284,DB07145,(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE,[H][C@](C)(N1CC[C@](C)(C1=O)C1=CC=C(OCC2=CC(C)=NC3=CC=CC=C23)C=C1)C(=O)NO,[H][C@][Branch1][C][C][Branch2][Ring2][=N][N][C][C][C@][Branch1][C][C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][=C][C][Branch1][C][C][=N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][O],3.8,2.97,4.14e-03 g/l,8.72,5.02
4272,4272,4285,DB07147,"methyl (1R,2S)-2-(hydroxycarbamoyl)-1-{4-[(2-methylquinolin-4-yl)methoxy]benzyl}cyclopropanecarboxylate",[H][C@@]1(C[C@]1(CC1=CC=C(OCC2=CC(C)=NC3=C2C=CC=C3)C=C1)C(=O)OC)C(=O)NO,[H][C@@][Branch2][Ring2][=C][C][C@][Ring1][Ring1][Branch2][Ring1][P][C][C][=C][C][=C][Branch2][Ring1][Ring2][O][C][C][=C][C][Branch1][C][C][=N][C][=C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][O],3.81,3.11,2.30e-03 g/l,8.86,5.02
4273,4273,4286,DB07148,"(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one",[H][C@]1(C=CC2=C(Cl)N=C(OCC3=CC=C(F)C=C3)C(=O)N12)C(=O)N1CCCC1,[H][C@][Branch2][Ring2][Ring1][C][=C][C][=C][Branch1][C][Cl][N][=C][Branch1][=C][O][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][Ring1][P][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1],2.66,2.39,2.89e-02 g/l,14.85,-4.3
4274,4274,4287,DB07149,"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",[H][C@]1(CCF)CNC(=O)C2=C1NC(=C2)C1=NC(N)=NC=C1,[H][C@][Branch1][Ring2][C][C][F][C][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][N][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=N][C][Branch1][C][N][=N][C][=C][Ring1][#Branch1],0.5,0.12,4.44e-01 g/l,10.76,4.16
4275,4275,4288,DB07150,4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME,O\N=C\C1=C2C=CC=CC2=C(C=C1)C1=CC=C(O)C=C1,[O][\N][=C][\C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],4.11,4.03,4.29e-03 g/l,8.59,2.9
4276,4276,4289,DB07151,4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one,CC1=CC(=CC=C1O)C1=NC(=O)N=C(C1)C1=CC=CC=C1,[C][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][O][C][=N][C][=Branch1][C][=O][N][=C][Branch1][Ring2][C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.26,3.18,1.29e-02 g/l,9.0,-2.1
4277,4277,4290,DB07152,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,CC(=O)NC1=NC(=C(N1)C1=CC=C2N=CC=NC2=C1)C1=NC(C)=C(F)C=C1,[C][C][=Branch1][C][=O][N][C][=N][C][=Branch2][Ring1][Branch1][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=N][C][Branch1][C][C][=C][Branch1][C][F][C][=C][Ring1][Branch2],2.84,2.15,2.11e-02 g/l,9.48,1.67
4278,4278,4291,DB07153,"6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine",COC1=CC(=CC(OC)=C1OC)C(C)(C)C#CC1=C(C)N=C(N)N=C1N,[C][O][C][=C][C][=Branch1][N][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][O][C][C][Branch1][C][C][Branch1][C][C][C][#C][C][=C][Branch1][C][C][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][N],2.94,2.48,1.15e-02 g/l,17.61,7.29
4279,4279,4292,DB07154,"(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE",[H][C@](N)(CC(=O)N1CCCNC(=O)[C@@]1([H])C)CC1=C(F)C=C(F)C(F)=C1,[H][C@][Branch1][C][N][Branch2][Ring1][=Branch1][C][C][=Branch1][C][=O][N][C][C][C][N][C][=Branch1][C][=O][C@@][Ring1][Branch2][Branch1][C][H][C][C][C][=C][Branch1][C][F][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][=Branch2],0.74,0.58,2.44e-01 g/l,12.92,8.78
4280,4280,4293,DB07155,(3S)-1-CYCLOHEXYL-5-OXO-N-PHENYLPYRROLIDINE-3-CARBOXAMIDE,[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=CC=CC=C1,[H][C@][Branch2][Ring1][Ring2][C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],2.95,2.26,3.10e-01 g/l,13.96,-0.59
4281,4281,4294,DB07157,"(5R,6S,8S)-8-[3-(AMINOMETHYL)PHENYL]-6-HYDROXY-5-ISOPROPYL-3-OXO-1-PHENYL-2,7-DIOXA-4-AZA-6-PHOSPHANONAN-9-OIC ACID 6-OXIDE",[H][C@](NC(=O)OCC1=CC=CC=C1)(C(C)C)[P@@](O)(=O)O[C@]([H])(C(O)=O)C1=CC(CN)=CC=C1,[H][C@][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][Branch1][C][C][C][P@@][Branch1][C][O][=Branch1][C][=O][O][C@][Branch1][C][H][Branch1][=Branch1][C][Branch1][C][O][=O][C][=C][C][Branch1][Ring1][C][N][=C][C][=C][Ring1][Branch2],0.33,1.61,5.52e-02 g/l,1.0,9.46
4282,4282,4295,DB07158,"5-ETHYL-3-METHYL-1,5-DIHYDRO-4H-PYRAZOLO[4,3-C]QUINOLIN-4-ONE",CCN1C(=O)C2=C(NN=C2C)C2=C1C=CC=C2,[C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][N][=C][Ring1][Branch1][C][C][=C][Ring1][O][C][=C][C][=C][Ring1][=Branch1],2.05,1.32,7.83e-01 g/l,8.49,-0.35
4283,4283,4296,DB07159,Tamatinib,COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC,[C][O][C][=C][C][Branch2][Ring2][=Branch2][N][C][=N][C][=C][Branch1][C][F][C][Branch2][Ring1][=Branch2][N][C][=C][C][=C][O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=N][Ring1][=N][=N][Ring2][Ring1][Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][=C][O][C],3.84,3.63,2.91e-02 g/l,10.9,2.77
4284,4284,4297,DB07160,"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCINE",[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@]1([H])O[C@]1([H])C(=O)OCC)C(O)=O,[H][C@][Branch1][C][C][Branch1][Ring1][C][C][C@][Branch1][C][H][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@][Branch1][C][H][O][C@][Ring1][Ring2][Branch1][C][H][C][=Branch1][C][=O][O][C][C][C][Branch1][C][O][=O],0.88,0.63,2.76e+01 g/l,3.55,-4.3
4285,4285,4298,DB07161,5-phenyl-1H-indazol-3-amine,NC1=NNC2=CC=C(C=C12)C1=CC=CC=C1,[N][C][=N][N][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],2.92,2.71,1.34e-01 g/l,15.28,2.93
4286,4286,4299,DB07162,4-(3-amino-1H-indazol-5-yl)-N-tert-butylbenzenesulfonamide,CC(C)(C)NS(=O)(=O)C1=CC=C(C=C1)C1=CC2=C(NN=C2N)C=C1,[C][C][Branch1][C][C][Branch1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch1][N][N][=C][Ring1][Branch1][N][C][=C][Ring1][#Branch2],2.75,2.59,6.96e-03 g/l,10.16,2.93
4287,4287,4300,DB07163,5-[(2-AMINOETHYL)AMINO]-6-FLUORO-3-(1H-PYRROL-2-YL)BENZO[CD]INDOL-2(1H)-ONE,NCCNC1=CC(C2=CC=CN2)=C2C(=O)NC3=CC=C(F)C1=C23,[N][C][C][N][C][=C][C][Branch1][Branch2][C][=C][C][=C][N][Ring1][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][Ring2][Ring1][C][=C][Ring1][O][Ring1][#Branch1],2.38,1.25,9.20e-02 g/l,10.44,9.54
4288,4288,4301,DB07164,"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",C1CC1NC1=NC(=CC=N1)C1=C2C=CC=NN2N=C1,[C][C][C][Ring1][Ring1][N][C][=N][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=N][N][Ring1][=Branch1][N][=C][Ring1][=Branch2],1.87,1.45,4.02e-02 g/l,15.1,3.06
4289,4289,4302,DB07165,N-(5-CHLORO-BENZO[B]THIOPHEN-3-YLMETHYL)-2-[6-CHLORO-OXO-3-(2-PYRIDIN-2-YL-ETHYLAMINO)-2H-PYRAZIN-1-YL]-ACETAMIDE,[H][C@@]1(Cl)CN=C(NCCC2=NC=CC=C2)[C@]([H])(O)N1CC(=O)NCC1=CSC2=CC=C(Cl)C=C12,[H][C@@][Branch1][C][Cl][C][N][=C][Branch1][N][N][C][C][C][=N][C][=C][C][=C][Ring1][=Branch1][C@][Branch1][C][H][Branch1][C][O][N][Ring2][Ring1][C][C][C][=Branch1][C][=O][N][C][C][=C][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch2][Ring1][#Branch1],3.09,2.73,5.89e-03 g/l,12.18,6.17
4290,4290,4303,DB07167,5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE,CC1CCN(CC1)C1=CC=C(CO)C=C1NC(=O)C1=CC=C(O1)C#N,[C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][#N],3.01,2.38,3.74e-01 g/l,10.01,3.99
4291,4291,4304,DB07168,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]-6-(methylamino)pyrimidin-2-yl}amino)phenyl]acetonitrile,CNC1=NC(NC2=CC=C(CC#N)C=C2)=NC(NC2=NNC(=C2)C2CC2)=C1,[C][N][C][=N][C][Branch1][#C][N][C][=C][C][=C][Branch1][Ring2][C][C][#N][C][=C][Ring1][=Branch2][=N][C][Branch1][S][N][C][=N][N][C][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][Ring1][Ring1][=C][Ring2][Ring1][=Branch2],4.03,3.49,5.65e-02 g/l,12.29,4.47
4292,4292,4305,DB07170,"5'-FLUORO-2',5'-DIDEOXYADENOSINE",[H][C@]1(O)C[C@@]([H])(O[C@]1([H])CF)N1C=NC2=C1N=CN=C2N,[H][C@][Branch1][C][O][C][C@@][Branch1][C][H][Branch1][#Branch2][O][C@][Ring1][#Branch1][Branch1][C][H][C][F][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][=C][Ring1][=Branch1][N],-0.28,-0.3,6.99e+00 g/l,13.97,5.0
4293,4293,4306,DB07171,"5-(2-hydroxyethyl)nonane-1,9-diol",OCCCCC(CCO)CCCCO,[O][C][C][C][C][C][Branch1][Ring2][C][C][O][C][C][C][C][O],1.85,0.89,1.99e+00 g/l,16.84,-1.5
4294,4294,4307,DB07172,"(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid",[H][C@@](O)(CCCC(O)=O)\C=C\C=C/C\C=C/C\C=C/C\C=C/CC,[H][C@@][Branch1][C][O][Branch1][=Branch2][C][C][C][C][Branch1][C][O][=O][\C][=C][\C][=C][/C][\C][=C][/C][\C][=C][/C][\C][=C][/C][C],5.54,4.99,2.86e-03 g/l,4.58,-1.5
